20/1/2021,96597055:0,96985098:8,89336402:9,93380148:8,95658768:8,96658316:8,89085729:1,82286051:5,97581321:6,82838266:2
21/1/2021,93399062:2,97259466:1,97406604:8,84386037:8,98920062:4,86174354:3,98456573:2,80218516:8,91308476:3,80949002:3
22/1/2021,87137704:1,85069005:8,84356648:2,93501184:9,96130586:1,91958742:7,97276954:8,88217196:6,84835579:7,87294601:7
23/1/2021,96664943:3,86703498:0,96030886:3,90553162:0,89452403:0,96149939:6,88758575:3,95333823:9,84505625:0,94111507:2
24/1/2021,97633795:7,86569215:8,89128452:8,83091255:0,83632372:5,90203954:2,84629892:8,99258977:3,83239966:2,88745663:0
25/1/2021,95800847:1,98564013:4,81275951:1,83469729:5,83490362:5,80618855:5,81108054:4,94222305:9,89360501:5,91889348:6
26/1/2021,90193925:1,94091974:6,96826936:1,97948690:4,97317350:1,82347995:3,89958626:6,84476291:6,87244674:8,88141449:4
27/1/2021,99795543:2,81301987:7,86594974:3,88416319:5,95070878:8,91239494:2,99530081:0,86252260:6,89523945:9,94826560:8
28/1/2021,92019076:8,88205087:6,92395555:5,90705256:5,80512546:7,94514690:2,86589718:9,99638062:3,95269871:0,85049526:7
29/1/2021,87835779:6,84936798:4,89517981:6,81332993:8,85652531:2,88984129:7,88873019:0,97003382:4,98936410:4,97986717:8
30/1/2021,87473212:7,82048857:3,99542980:1,88729096:8,85417628:1,84502297:1,83993995:2,82056431:2,98139958:7,95871353:1
31/1/2021,89908462:0,97430690:0,81277057:4,88678154:4,96347273:9,87670857:7,90416637:7,80418499:7,98115742:7,81339875:7
1/2/2021,89769267:2,99085412:8,89912941:1,86114299:9,91788762:9,86664354:9,83245889:5,98337631:1,81695317:3,82225076:6
2/2/2021,83278138:8,80419260:1,96103560:8,95450676:2,90265830:5,87496483:5,93319077:9,92499494:5,94417824:8,81205448:9
3/2/2021,86270148:0,87446979:5,83383116:7,92682973:1,84684779:3,80727913:4,80995304:2,85299240:7,97684656:2,95537874:0
4/2/2021,82014503:5,89505184:7,92637691:5,88351185:4,83840671:0,87407944:8,87940503:0,95672234:5,89233174:3,87418849:9
5/2/2021,83776492:3,87660399:2,90495731:4,84164305:0,91305453:1,90378962:5,83720558:9,82040041:6,92965359:5,83485261:1
6/2/2021,82207052:9,84740157:1,97546996:6,91463579:0,98309726:1,91864136:5,92232880:4,87711375:5,84706852:7,83922482:4
7/2/2021,80461022:7,89529555:0,81579331:7,96897640:1,86672079:5,85790211:1,94924598:4,94205901:9,82772018:9,87326529:8
8/2/2021,87238047:8,95119015:8,97187195:6,90629569:9,83267464:8,90886682:3,81967223:3,90563461:9,84237320:1,85475248:3
9/2/2021,83983785:8,87317289:4,92965227:2,84203781:3,92892391:5,85866900:3,90470833:8,87650958:5,90480303:4,91501759:9
10/2/2021,96896124:4,87449691:1,81109991:1,85370111:1,93389193:6,82450510:5,96889874:8,85779918:7,94079600:0,90965430:0
11/2/2021,93365069:3,95399448:0,92134987:1,96358564:1,82555484:9,95934299:0,91356174:2,89901186:7,91185917:2,98562423:9
12/2/2021,83155436:1,90696808:5,84361155:6,94319569:3,98209062:9,93335617:6,87695563:8,82349416:4,95604778:6,90080102:7
13/2/2021,85428409:5,99093673:5,94071665:4,99471905:5,96137916:3,80163901:1,98790826:7,87243750:0,97554377:3,95009609:4
