20/1/2021,98987909:3,80540048:3,91984863:5,83139190:6,90428974:3,82450873:8,80653781:6,95427655:6,81616632:3,94658434:1
21/1/2021,95106730:6,89062291:5,82211596:2,81624991:6,93742533:7,86539961:2,99237397:0,83396579:5,83928073:7,83320417:5
22/1/2021,90537343:2,81962541:6,84654330:7,89205129:5,80541512:1,88668287:4,81944827:7,90739548:9,90718002:5,80806369:8
23/1/2021,81622376:8,99848882:4,96673241:2,91080966:7,86215015:2,99575310:3,81811406:8,85803704:6,91728611:3,85304365:7
24/1/2021,97208080:6,91996482:0,82003451:1,95535563:1,96313293:5,95083147:4,99885209:6,93485062:1,99274622:2,85369278:7
25/1/2021,88030140:3,93187665:2,85627122:7,85987625:9,91437989:8,90183262:7,86564939:1,81979617:0,85758800:9,98076565:7
26/1/2021,89265664:6,97875936:0,83881297:8,80424747:9,86435670:6,93735263:7,95355718:0,90096384:7,87600799:7,98336482:6
27/1/2021,86224461:9,85705391:4,96355608:4,92069548:3,90501427:9,90732902:4,94718703:8,88033210:6,86409699:4,85909204:2
28/1/2021,90046689:7,88979948:9,96725392:1,82689467:6,82305572:6,80316648:8,93155502:3,85635131:6,90417642:9,98101692:6
29/1/2021,94612595:0,98390565:3,91707502:9,91605310:2,83536365:1,99158946:4,90674567:4,86185272:8,80217641:0,83858311:1
30/1/2021,90367942:8,96510671:0,88895219:9,99288849:1,91636875:5,84773828:3,82895973:0,96769369:8,94069803:5,87459945:4
31/1/2021,99302565:1,85117447:5,81058867:0,85470047:1,94115425:0,80039431:6,98667381:8,80573024:9,95718879:2,84558144:2
1/2/2021,85849285:6,80927594:4,96114123:6,82168695:6,81268803:8,95160240:3,90858591:3,97384446:5,92194990:5,92605140:6
2/2/2021,94626201:0,82062029:5,91973908:1,95503837:9,89219694:4,88452548:3,90611838:9,94397321:8,87369290:6,84606666:0
3/2/2021,86491307:7,96097676:3,97800748:3,84405022:6,94036847:4,80327953:3,95943155:5,96633298:1,89376135:0,98408485:2
4/2/2021,97815393:0,96642657:7,83048856:2,80240244:5,80274301:7,80511602:1,92446257:8,86570746:7,88010795:0,81293809:3
5/2/2021,87523903:7,96487425:4,94558037:2,99728992:5,90430916:5,95071462:3,84777173:1,91986596:5,96987379:0,97415955:5
6/2/2021,89838522:6,81745731:2,89644330:2,92918015:3,96407144:2,83987846:1,97010346:8,95245906:7,83850913:4,97540299:7
7/2/2021,89690014:2,98539048:7,88746853:2,82355373:7,92428944:7,90790579:5,87379189:1,89484449:2,91557716:1,92699052:8
8/2/2021,83910129:9,97143408:3,96583005:1,94418599:7,88379007:7,84381855:6,88611778:7,97644325:0,86394964:7,94530806:8
9/2/2021,94085199:9,86904990:9,91311117:4,88872204:0,86821611:7,84101225:2,93179550:2,97500214:5,94385102:7,90652672:3
10/2/2021,94165666:9,82297729:2,86984746:4,94024198:4,99758710:2,83189741:7,92341535:1,91555876:0,87193332:2,89215961:2
11/2/2021,90789064:9,95095206:0,98975753:7,89326439:8,87224916:9,90636782:8,84920875:1,91396477:6,88518556:5,88029473:3
12/2/2021,92782747:9,89854446:0,94187442:7,82570659:7,87167800:6,99741821:6,92158452:4,88732004:8,99827100:1,90977305:8
13/2/2021,89148069:0,97438567:9,80331286:3,93806694:7,81642811:7,92161130:7,96423334:9,88645633:9,94595813:7,97513070:0
